"cmdName","Description","Link","Authors","Letter"
"crhdreg","stata module to estimate high-dimensional regressions based on cluster-robust double/debiased machine learning","https://econpapers.repec.org/software/bocbocode/s459091.htm","`Harold Chiang`,` Kengo Kato`,` Yukun Ma`,` Yuya Sasaki`","C"
"crm","stata module to implement the continual reassessment model","https://econpapers.repec.org/software/bocbocode/s457625a.htm","`Adrian Mander`","C"
"crossfold","stata module to perform k-fold cross-validation","https://econpapers.repec.org/software/bocbocode/s457426.htm","`Benjamin Daniels`","C"
"crosspec","rats procedure to compute and graph phase and coherence","https://econpapers.repec.org/software/bocbocode/rts00042.htm","`Tom Doan`","C"
"crossplot","stata module for scatter (or other twoway) plots for each y vs each x variable","https://econpapers.repec.org/software/bocbocode/s457819.htm","`Nicholas Cox`","C"
"crossvalidate2","stata module to implement cross-validation in stata","https://econpapers.repec.org/software/bocbocode/s459358.htm","`William R`.` Buchanan`,` Steven D`.` Brownell`","C"
"crossvalidate","stata module to perform k-fold crossvalidation","https://econpapers.repec.org/software/bocbocode/s458860.htm","`Matthias Schonlau`","C"
"crtest","stata module to perform cramer-ridder test for pooling states in a multinomial logit","https://econpapers.repec.org/software/bocbocode/s433202.htm","`Jo`ã`o Pedro Azevedo`","C"
"crtrees","stata module to compute classification and regression trees algorithms","https://econpapers.repec.org/software/bocbocode/s458573.htm","`Ricardo Mora Villarrubia`","C"
"csdid","stata module for the estimation of difference-in-difference models with multiple time periods","https://econpapers.repec.org/software/bocbocode/s458976.htm","`Fernando Rios`-`Avila`,` Pedro Sant`'`Anna`,` Brantly Callaway`","C"
"csipolate","stata module to perform cubic spline interpolation","https://econpapers.repec.org/software/bocbocode/s457005.htm","`Nicholas Cox`","C"
"csjl","stata module to extend cs command for exposures with more than two categories","https://econpapers.repec.org/software/bocbocode/s413701.htm","`Jens Lauritsen`,` Thomas Steichen`","C"
"csranks","stata module to construct uniformly asymptotically valid confidence sets on ranks","https://econpapers.repec.org/software/bocbocode/s458898.htm","`Evan Soltas`","C"
"cstable","stata module to calculate summary table for cohort study","https://econpapers.repec.org/software/bocbocode/s456879.htm","`Gilles Desve`,` Peter Makary`","C"
"csti","stata module that modifies csi command in order to use total numbers rather than individual cell counts","https://econpapers.repec.org/software/bocbocode/s457914.htm","`Philip M Jones`","C"
"csum","stata module to compute cumulative sum (cusum) charts for monitoring clinical performance","https://econpapers.repec.org/software/bocbocode/s459377.htm","`Ariel Linden`","C"
"csumchart","stata module to compute cumulative sum (cusum) charts for monitoring clinical performance","https://econpapers.repec.org/software/bocbocode/s459380.htm","`Ariel Linden`","C"
"csvconvert","stata module to append multiple csv files","https://econpapers.repec.org/software/bocbocode/s457351.htm","`Alberto Gaggero`","C"
"cta","stata module for conducting classification tree analysis","https://econpapers.repec.org/software/bocbocode/s458729.htm","`Ariel Linden`","C"
"ctabstat","stata module to display table of summary statistics","https://econpapers.repec.org/software/bocbocode/s412701.htm","`Nicholas Cox`","C"
"ctreatreg","stata module for estimating dose-response models under exogenous and endogenous treatment","https://econpapers.repec.org/software/bocbocode/s457820.htm","`Giovanni Cerulli`","C"
"cub","stata module to estimate ordinal outcome model estimated by a mixture of a uniform and a shifted binomial","https://econpapers.repec.org/software/bocbocode/s458727.htm","`Giovanni Cerulli`","C"
"cuentacot","stata module for contributions counting","https://econpapers.repec.org/software/bocbocode/s457321.htm","`George Vega`","C"
"cumpdgm","rats procedure to perform durbin's cumulated periodogram for serial correlation","https://econpapers.repec.org/software/bocbocode/rts00044.htm","`Tom Doan`","C"
"cureregr8","stata module to estimate parametric cure regression (version 8.2)","https://econpapers.repec.org/software/bocbocode/s457734.htm","`Allen Buxton`","C"
"cureregr","stata module to estimate parametric cure regression","https://econpapers.repec.org/software/bocbocode/s446901.htm","`Allen Buxton`","C"
"curvefit","stata module to produces curve estimation regression statistics and related plots between two variables for alternative curve estimation regression models","https://econpapers.repec.org/software/bocbocode/s457136.htm","`Wei Liu`","C"
"cusum6","stata module to compute cusum, cusum^2 stability tests","https://econpapers.repec.org/software/bocbocode/s408601.htm","`Christopher Baum`","C"
"cusum9","stata module to compute cusum, cusum^2 stability tests","https://econpapers.repec.org/software/bocbocode/s458845.htm","`Christopher Baum`","C"
"cusumtests","rats procedure to compute and display cusum and cusumq tests","https://econpapers.repec.org/software/bocbocode/rts00045.htm","`Tom Doan`","C"
"cutpt","stata module for empirical estimation of cutpoint for a diagnostic test","https://econpapers.repec.org/software/bocbocode/s457719.htm","`Phil Clayton`","C"
"cv2","stata module to calculate the coefficient of variation for variables","https://econpapers.repec.org/software/bocbocode/s458511.htm","`Lorenz Graf`-`Vlachy`","C"
"cv","stata module to compute coefficient of variation after regress","https://econpapers.repec.org/software/bocbocode/s457941.htm","`Mehmet Mehmetoglu`","C"
"cv_kfold","stata module to implement k-fold cross-validation procedures","https://econpapers.repec.org/software/bocbocode/s458798.htm","`Fernando Rios`-`Avila`","C"
"cv_regress","stata module to estimate the leave-one-out error for linear regression models","https://econpapers.repec.org/software/bocbocode/s458469.htm","`Fernando Rios`-`Avila`","C"
"cvauroc","stata module to compute cross-validated area under the curve for roc analysis after predictive modelling for binary outcomes","https://econpapers.repec.org/software/bocbocode/s458324.htm","`Miguel Angel Luque`-`Fernandez`,` Camille Maringe`,` Paul Nelson`","C"
"cvcrand","stata module for efficient design and analysis of cluster randomized trials","https://econpapers.repec.org/software/bocbocode/s458377.htm","`John A`.` Gallis`,` Fan Li`,` Hengshi Yu`,` Elizabeth L`.` Turner`","C"
"cvequal","stata module to compute the equality of coefficients of variation (cv) from k populations","https://econpapers.repec.org/software/bocbocode/s459235.htm","`Ariel Linden`","C"
"cvstabtest","rats procedure to perform stability tests on a covariance matrix","https://econpapers.repec.org/software/bocbocode/rts00046.htm","`Tom Doan`","C"
"cvxhull","stata module to compute and plot convex hulls of bivariate data","https://econpapers.repec.org/software/bocbocode/s437401.htm","`R`.` Allan Reese`","C"
"cwmglm","stata module to estimate cluster weighted models (cwm)","https://econpapers.repec.org/software/bocbocode/s459090.htm","`Daniele Spinelli`,` Salvatore Ingrassia`,` Giorgio Vittadini`","C"
"cxlogdensity","rats procedure to compute whittle likelihood using complex matrices","https://econpapers.repec.org/software/bocbocode/rts00239.htm","`Tom Doan`","C"
"cxlogdensitycv","rats procedure to compute concentrated multivariate whittle likelihood using complex matrices","https://econpapers.repec.org/software/bocbocode/rts00240.htm","`Tom Doan`","C"
"cycleplot","stata module for cycle plot (month plot or seasonal subseries plot)","https://econpapers.repec.org/software/bocbocode/s431201.htm","`Nicholas Cox`","C"
"d3network","stata module to create network visualizations using d3.js to view in browser","https://econpapers.repec.org/software/bocbocode/s457844.htm","`Sebastian Pink`,` Sabrina Vogel`","D"
"dadjoke","stata module to produce terrible dad jokes","https://econpapers.repec.org/software/bocbocode/s458846.htm","`Shambhavi Priyam`","D"
"dag","sas routine to perform jackknife estimation","https://econpapers.repec.org/software/bocbocode/z741502.htm","`Roger Goodwin`","D"
"dag","stata module to provide utilities for directed acyclic graphs","https://econpapers.repec.org/software/bocbocode/s458467.htm","`Chunsen Wu`","D"
"dagfit","stata module to fit a generalized beta (type 2) distribution to grouped data via ml","https://econpapers.repec.org/software/bocbocode/s457133.htm","`Austin Nichols`","D"
"dagumfit","stata module to fit a dagum distribution by maximum likelihood","https://econpapers.repec.org/software/bocbocode/s366101.htm","`Stephen Jenkins`","D"
"dasct01","gauss module for estimating dynamic asymmetric and symmetric causality tests","https://econpapers.repec.org/software/bocbocode/d00001.htm","`Abdulnasser Hatemi`-`J`,` Alan Mustafa`","D"
"dash","stata module to score disabilities of the arm, shoulder and hand","https://econpapers.repec.org/software/bocbocode/s457221.htm","`Monica Daigl`","D"
"dashgph","stata module to construct dashed lines in scatterplots","https://econpapers.repec.org/software/bocbocode/s415502.htm","`Nicholas Winter`","D"
"dashln","stata module to add dashed lines to graphs","https://econpapers.repec.org/software/bocbocode/s412501.htm","`Michael Blasnik`","D"
"dasp","stata modules for distributive analysis","https://econpapers.repec.org/software/bocbocode/s456872.htm","`Abdelkrim Araar`,` Jean`-`Yves Duclos`","D"
"datacheck","stata module to perform data checks and produce informative output","https://econpapers.repec.org/software/bocbocode/s457246.htm","`Krishnan Bhaskaran`","D"
"dataex","stata module to generate a properly formatted data example for statalist","https://econpapers.repec.org/software/bocbocode/s458039.htm","`Robert Picard`,` Nicholas Cox`","D"
"datanet","stata module to facilitate dataset organization for network analysis purposes","https://econpapers.repec.org/software/bocbocode/s458033.htm","`Antonio Zinilli`,` Giovanni Cerulli`","D"
"dataout","stata module to export a dataset or tab-delimited file into various formats","https://econpapers.repec.org/software/bocbocode/s457022.htm","`Roy Wada`","D"
"dataplink","stata module to import data from plink","https://econpapers.repec.org/software/bocbocode/s457409.htm","`Daniel Cook`","D"
"datefrac","stata module to convert calendar dates to fractional years","https://econpapers.repec.org/software/bocbocode/s459254.htm","`Tommy Morgan`","D"
"datesum","stata module to display summary statistics for date variables","https://econpapers.repec.org/software/bocbocode/s424701.htm","`Gary Longton`","D"
"datmat","stata module to multiply variables via matrix multiplication","https://econpapers.repec.org/software/bocbocode/s336901.htm","`Bill Sribney`","D"
"dbmscopybatch","stata module to produce a batch file for dbms/copy","https://econpapers.repec.org/software/bocbocode/s455102.htm","`Amadou Diallo`","D"
"dbnomics","stata module for db.nomics, the world's economic database","https://econpapers.repec.org/software/bocbocode/s458556.htm","`Simone Signore`","D"
